id,innocent,sage,explorer,outlaw,magician,hero,lover,jester,everyman,caregiver,ruler,creator,dominant,submissive,maximalist,minimalist,inspiring,systematic,discovering,conservative,verifying,overlooking,sharpening,harmonic,empathic,matter_of_fact,brave,protective,generous,thrifty,favourable,balanced,sensuality,intelligent,believe,egocentric,allocentric
marek_grodzki,2.038094197808535,1.9733862546062668,1.7093813899526407,1.4836178127038777,1.7007350880322074,1.6204115684093532,1.722917657928166,1.656595188415986,2.185022361106461,1.8600714427465808,1.7289528811843509,1.9156197446201855,2.226725995905032,1.5974674587529607,2.055854870389975,1.4658009127352043,2.3981863090871207,2.140575366140907,2.2149759016314254,1.3472538414271398,2.112911740793773,1.5088944376539413,1.7618960039631104,2.101070370216923,2.4772578468342425,1.9597393380802224,2.052353410036309,1.8773581457964306,2.186278600872807,1.5668614158242573,2.2138849766849864,1.9194683271692932,2.1490435847708595,2.4368259455094954,2.118126679930878,1.6293004439380845,2.1734511494715094
vege_style_life,0.4580664039297328,0.4181025963165843,0.3931930347734343,0.31607527052205564,0.3762222271765996,0.33408783930196473,0.39635616121954026,0.3571348366390983,0.4938777313767919,0.4176177813058147,0.3501731898820362,0.42096562521961445,0.4599455799418074,0.371639449886097,0.4379428367786839,0.34396996628925597,0.5297127143161527,0.44208990020565697,0.4915086293606022,0.3091801264027752,0.4643471803300618,0.32933084462327017,0.3671987398734534,0.4764660038443568,0.5564874781110123,0.4102519538781575,0.43643079234920445,0.42794784691313487,0.492265333421731,0.3587171875098886,0.4737839288170454,0.428801093843388,0.490581810758394,0.5200345670991207,0.4782597180164031,0.35674702664553537,0.48981000337843833
oliwka__2007,0.17746782296431374,0.17234116616186063,0.13999908429575852,0.12060849085159323,0.14212392029964077,0.11817694263467356,0.15128582977249114,0.14259366332319412,0.2099238505290437,0.14998690216312757,0.1275399831763548,0.16355354787676546,0.16822443334889897,0.16203987788882687,0.16154751681428947,0.146603612534995,0.19713351278367383,0.1699036863512731,0.18899056181867627,0.15498599063690427,0.18135336414093606,0.133516857585246,0.14078730222766728,0.20015446224703487,0.21993681148140942,0.16256338675834556,0.14677904766495833,0.1565085546394618,0.18840014507618458,0.11919260332993653,0.1949598113876452,0.17049519811983685,0.21206797999387528,0.23055561250155723,0.18531588920662673,0.15122839617940945,0.19119194324232977
z_przestrzeni_serca,0.816683981365504,0.7414726464504204,0.6480542580679166,0.5618537235039247,0.6509327146023901,0.5962071854730366,0.6742302806328689,0.6283826474605534,0.8365650797736056,0.7121500297678098,0.6381619356918853,0.722560073740792,0.8222071554294342,0.6220459757771922,0.7404598036813649,0.611097073899944,0.9026690289314517,0.7985184636340372,0.8209305843958322,0.5292187587282886,0.7872612440124034,0.5701313291905343,0.6287254270873817,0.8420357748947254,0.9641198234674624,0.7321598296772241,0.759419499671285,0.7402765395248958,0.8391791495883651,0.5759300169007668,0.8120821556361892,0.7601877297576489,0.8391027865673163,0.9348397565794965,0.835559597065393,0.5878512417447203,0.8421564053475655
zaradne_warsztaty,1.020925139108922,0.8949718122201736,0.7861191331218002,0.6743155631019525,0.8295044844191912,0.7138514294381932,0.8450610925049089,0.7978573284061107,1.074281975529518,0.9260313554276577,0.763502596497295,0.9355495339719196,0.9715084952764103,0.8101130985710241,0.9061476819667839,0.7775145928295057,1.127380646257141,0.9403155200325318,1.0149004227813003,0.6978368053752048,0.966367389460421,0.7141063024375586,0.7717938906011613,1.055184295504414,1.1984369643568569,0.9056987886589074,0.8916203791819761,0.9023340724605176,1.0610404146370949,0.7063528736578032,0.9762210112148405,0.9333228278525755,1.0618720016331544,1.1375177605818403,1.0334505389021635,0.717547516180148,1.0779452693898002
snatch.machine,0.8666117061183998,0.8672137509952743,0.8193030454076937,0.7478622007104956,0.7814832980864772,0.8267275688716165,0.7381092504908188,0.725886355447179,0.9900059148983255,0.787954752927165,0.8323111257612483,0.8348897565344324,1.0269208664104337,0.7021152769361753,0.98655104342223,0.6479280616918592,1.0867636893794863,1.0374398955101594,1.020805728412457,0.5995527196000725,0.9501397252656375,0.6936228616147438,0.8439970454660042,0.9609068247142671,1.0667339936317386,0.8870987013974496,0.969205489835592,0.8270535851635037,0.9809536809181875,0.660913865169434,1.0095449165134596,0.8350878282067309,0.9504256405021997,1.0903514899965145,0.9274494586097995,0.8189818895983053,0.9623650637880209
z_ksiazka_na_obcasach,0.9351292782122623,0.8135005261452157,0.6802101627621094,0.5971885501017131,0.690325852931434,0.6306754980281118,0.779879431805058,0.681920108600015,0.9587352505459457,0.7541678904544552,0.673018763588156,0.7816695621477003,0.7658617407234449,0.7636109470519205,0.836409112919924,0.601138208543547,0.9965989363517476,0.8748448117364971,0.903273188549159,0.6071429621448291,0.8752740832509177,0.5944209549650852,0.5984711176503741,0.9651897126267421,1.0487811657447823,0.7091686083245983,0.6730924749557212,0.8206887056321824,0.948544753272989,0.5724580804020739,0.8988978885722536,0.8576610820486005,0.9915841584158414,1.0489506078416218,0.9280706668517984,0.580944363016876,0.959858588458631
marzena_kowalewska,0.7512742847620808,0.6655909030892538,0.5929115853000099,0.5069892271635756,0.6001047850791135,0.5400950551117397,0.6438748123339877,0.5903634245875126,0.7868334208035365,0.6733804326255172,0.5722498113193961,0.6694804313967108,0.7190560005747328,0.5875094919960417,0.6852492095036099,0.551999904444876,0.817695911095803,0.7035574620892623,0.7487950815720188,0.5086844330936534,0.7042936483076353,0.5357501751418181,0.5786011843844763,0.7688850811825758,0.8815477789822521,0.6535665857416226,0.6695443449756435,0.6664876216733988,0.7730696482682504,0.5279020894917743,0.7275833945186968,0.6879474280275084,0.7740359293661319,0.8258627187843474,0.7541235305495617,0.547571688934059,0.7888149745008827
moja_pasja_gotowanie,1.7323790715122303,1.5464324153466373,1.3537218626115357,1.163502848637374,1.360617531276278,1.205094405038788,1.4416556184316855,1.4047386812137048,1.9138781499934334,1.5917690017860748,1.2982144240243105,1.530655054235112,1.5243336685944155,1.5090902640884232,1.5645336256911955,1.230183107507785,1.9447085347431416,1.5453795898463607,1.810030208165358,1.0893668983103504,1.6270980786896079,1.1785339864056352,1.2920430286148785,1.7024061247095044,1.9938301630980289,1.453917985093136,1.4200174705299096,1.6467326130172038,1.7669850282937574,1.2344912784870765,1.5960739338733159,1.545517780924117,1.7135806879657036,1.9207479866084036,1.8042303157648043,1.1788849871206386,1.850061133544619
miss.libro,1.927426562688112,1.872027079473935,1.4714831557932542,1.3015366017951864,1.553560622467961,1.305002491946319,1.6619064557108205,1.5570711514450646,2.15264391304245,1.6233784481048101,1.3725987128290211,1.6858620988342334,1.7386687740220546,1.6054599111779302,1.65399315136861,1.4941192252316968,2.0568917345110096,1.7928114987072319,1.904920755519986,1.4394804334425386,1.9255892569924191,1.2044441062925573,1.4069336624059312,2.058609667804551,2.2590652052391507,1.6435278974152883,1.5335235532165512,1.6553318720768702,1.9633682634146747,1.3199836267230445,1.844248543659228,1.8431738649106526,2.115405736449936,2.342116509416851,1.9990216371485756,1.476509871972941,1.957079425344715
windrosephotograph,0.43674979050941865,0.3913248056463583,0.38924514007251326,0.3226681195726226,0.3850843695059496,0.3361048712133251,0.46134565192285465,0.3577708506163218,0.44556394253168624,0.3872530263941251,0.3722204509961795,0.429674131723413,0.42388825029634686,0.3800969142383775,0.4721026750249339,0.30537672148529427,0.5452624559532768,0.40066615719828025,0.5088172264681367,0.2851843757625769,0.4031540251083136,0.3873435457399286,0.36463577062611796,0.4846808001707215,0.5570140490992705,0.3611049255652533,0.46896736867389366,0.3558102791657075,0.4917443071247223,0.2810622796412226,0.48383253485628414,0.42337564972817054,0.5688302541594368,0.5133986933258059,0.4813761929565903,0.3290111374410714,0.5006491417172079
