,pattern,sup
131,"['get', 'download']",1.7921858138251773e-05
132,"['get', 'store']",3.200331810402103e-05
133,"['get', 'inspired']",1.9201990862412615e-05
134,"['get', 'information']",7.424769800132878e-05
135,"['get', 'call']",4.99251762422728e-05
136,"['get', 'call', 'us']",7.910416119529551e-07
137,"['get', 'able']",2.688278720737766e-05
138,"['get', 'may']",2.3042389034895136e-05
139,"['get', 'ie']",1.7921858138251773e-05
140,"['get', 'questions']",1.536159268993009e-05
141,"['get', 'also']",2.1762256310734297e-05
142,"['get', 'advise']",2.9443052655699343e-05
143,"['get', 'email']",4.864504351811196e-05
144,"['get', 'email', 'available']",7.345386396706013e-07
145,"['get', 'january']",1.6641725414090934e-05
146,"['get', 'year']",2.432252175905598e-05
147,"['get', 'closer']",2.5602654483216818e-05
148,"['get', 'closer', 'look']",9.60550528800017e-07
149,"['get', 'pass']",3.200331810402103e-05
150,"['get', 'updates']",3.712384900066439e-05
151,"['get', 'games']",1.7921858138251773e-05
152,"['get', 'started']",3.200331810402103e-05
153,"['get', 'asap']",5.248544169059448e-05
154,"['get', 'asap', 'thanks']",6.780356673882473e-07
155,"['get', 'eshop']",1.7921858138251773e-05
156,"['get', 'buy']",1.6641725414090934e-05
157,"['get', 'reach']",1.7921858138251773e-05
158,"['get', 'though']",1.536159268993009e-05
159,"['get', 'due']",1.536159268993009e-05
160,"['get', 'points']",1.7921858138251773e-05
161,"['get', 'fitnessboxing']",1.9201990862412615e-05
162,"['get', 'rhythm']",1.6641725414090934e-05
163,"['get', 'exercise']",1.7921858138251773e-05
164,"['get', 'delivered']",3.968411444898607e-05
165,"['get', 'delivered', 'soon']",7.345386396706013e-07
166,"['get', 'delivered', 'tracking']",8.475445842353091e-07
167,"['get', 'delivered', 'quickly']",9.040475565176631e-07
168,"['get', 'delivered', 'possible']",6.780356673882473e-07
169,"['get', 'delivered', 'us']",6.780356673882473e-07
170,"['get', 'swatchlovesart']",2.5602654483216818e-05
171,"['get', 'keithharing']",2.1762256310734297e-05
