,pattern,sup
129,"['within', 'booking']",1.6357633226631235e-05
130,"['within', 'booking', 'heul']",6.09991942514766e-07
131,"['within', 'departure']",1.50993537476596e-05
132,['relevant'],0.0024695423114916037
133,"['relevant', 'located']",2.0132471663546134e-05
134,"['relevant', 'stock']",1.6357633226631235e-05
135,"['relevant', 'stock', 'please']",6.608246043909965e-07
136,"['relevant', 'stock', 'information']",6.608246043909965e-07
137,"['relevant', 'stock', 'us']",6.608246043909965e-07
138,"['relevant', 'stock', 'country']",6.608246043909965e-07
139,"['relevant', 'stock', 'located']",6.608246043909965e-07
140,"['relevant', 'please']",2.26490306214894e-05
141,"['relevant', 'please', 'located']",8.13322590019688e-07
142,"['relevant', 'please', 'country']",8.13322590019688e-07
143,"['relevant', 'please', 'us']",8.13322590019688e-07
144,"['relevant', 'us']",2.1390751142517767e-05
145,"['relevant', 'us', 'located']",7.624899281434575e-07
146,"['relevant', 'us', 'country']",7.624899281434575e-07
147,"['relevant', 'country']",2.0132471663546134e-05
148,"['relevant', 'country', 'located']",8.13322590019688e-07
149,"['relevant', 'information']",1.88741921845745e-05
150,"['relevant', 'information', 'located']",7.11657266267227e-07
151,"['relevant', 'information', 'please']",7.11657266267227e-07
152,"['relevant', 'information', 'us']",7.11657266267227e-07
153,"['relevant', 'information', 'country']",7.11657266267227e-07
154,['guidance'],0.002140270003292723
155,['fully'],0.0018109976950938427
156,['support'],0.012183075403358577
157,"['support', 'way']",1.50993537476596e-05
158,"['support', 'please']",2.3907310100461033e-05
159,"['support', 'please', 'us']",6.608246043909965e-07
160,"['support', 'please', 'dm']",6.09991942514766e-07
161,"['support', 'please', 'send']",7.624899281434575e-07
162,"['support', 'us']",3.01987074953192e-05
163,"['support', 'dm']",2.64238690584043e-05
164,"['support', 'send']",3.271526645326247e-05
165,"['support', 'send', 'us']",8.641552518959185e-07
166,"['support', 'send', 'dm']",7.624899281434575e-07
167,['uk'],0.004692130391834047
168,['government'],0.005021402700032927
169,"['government', 'advice']",1.6357633226631235e-05
170,"['government', 'holiday']",2.3907310100461033e-05
171,"['government', 'customers']",1.7615912705602868e-05
172,"['government', 'travel']",1.7615912705602868e-05
173,"['government', 'heul']",1.6357633226631235e-05
174,['covid'],0.005515311162331248
175,['best'],0.02082647349357919
176,"['best', 'wishes']",5.033117915886533e-05
177,"['best', 'wishes', 'simon']",6.09991942514766e-07
178,"['best', 'get']",1.6357633226631235e-05
179,"['best', 'thanks']",3.6490104890177366e-05
